#time,accel_x,accel_y,accel_z
290.964332,6365.771101,4145.153275,-72012.976812
290.966911,-4145.153275,-10214.842000,-72012.976812
290.969490,-444.123565,-1184.329507,-72932.291410
290.972069,-740.205942,-1776.494261,-73085.510509
290.974648,2220.617826,-3552.988522,-74004.825107
290.977228,3552.988522,-740.205942,-73851.606007
290.979807,-4885.359217,-4293.194464,-72319.415011
290.982386,-740.205942,-592.164754,-72166.195912
290.984965,1036.288319,-4441.235652,-72166.195912
290.987545,296.082377,-7846.182985,-72319.415011
290.990124,2812.782580,-1036.288319,-72625.853210
290.992703,-2220.617826,-4145.153275,-72779.072310
290.995282,-740.205942,-2368.659014,-73851.606007
290.997861,2664.741391,5625.565159,-73391.948708
291.000441,2220.617826,-3256.906145,-72625.853210
291.003020,8882.471304,2220.617826,-73085.510509
291.005599,7550.100608,-148.041188,-71859.757712
291.008178,5625.565159,296.082377,-72779.072310
291.010757,10658.965565,6365.771101,-72166.195912
291.013337,-888.247130,-6661.853478,-72166.195912
291.015916,8142.265362,2220.617826,-73238.729609
291.018495,5477.523971,4885.359217,-72932.291410
291.021074,2220.617826,-4293.194464,-73391.948708
291.023653,11843.295072,6809.894666,-73238.729609
291.026233,592.164754,1332.370696,-73238.729609
291.028812,1924.535449,740.205942,-72625.853210
291.031391,8586.388927,-444.123565,-71706.538613
291.033970,6217.729913,1184.329507,-72779.072310
291.036550,-1036.288319,-148.041188,-72625.853210
291.039129,1036.288319,-296.082377,-73085.510509
291.041708,3108.864956,-5625.565159,-73545.167808
291.044287,2664.741391,-296.082377,-72472.634111
291.046866,2220.617826,-4589.276840,-73391.948708
291.049446,7254.018232,2812.782580,-73698.386908
291.052025,2960.823768,3108.864956,-73545.167808
291.054604,2812.782580,-1332.370696,-74464.482406
291.057183,11843.295072,3997.112087,-72319.415011
291.059765,4885.359217,-1184.329507,-71553.319513
291.062347,5329.482782,296.082377,-71400.100414
291.064929,4737.318029,1332.370696,-71859.757712
291.067511,4293.194464,2960.823768,-72932.291410
291.070093,10807.006753,4589.276840,-74158.044206
291.072675,5329.482782,-2220.617826,-73545.167808
291.075257,5625.565159,-1480.411884,-72779.072310
291.077839,8882.471304,4441.235652,-72932.291410
291.080422,1184.329507,-1628.453072,-71706.538613
291.083004,2072.576638,-444.123565,-72319.415011
291.085586,3849.070898,6809.894666,-72319.415011
291.088168,1924.535449,-5329.482782,-73238.729609
291.090750,7254.018232,-3108.864956,-73545.167808
291.093332,-3701.029710,-6809.894666,-72779.072310
291.095914,296.082377,-5773.606348,-72166.195912
291.098496,-4441.235652,-5181.441594,-71553.319513
291.101078,-6661.853478,740.205942,-73238.729609
291.103660,1924.535449,-2072.576638,-74464.482406
291.106242,1924.535449,-4589.276840,-73698.386908
291.108824,3404.947333,-3256.906145,-72166.195912
291.111406,1628.453072,-4441.235652,-72932.291410
291.113988,148.041188,-3256.906145,-71400.100414
291.116570,1036.288319,-3256.906145,-70940.443115
291.119152,-148.041188,-2516.700203,-73085.510509
291.121734,-1776.494261,-296.082377,-74464.482406
291.124316,2664.741391,-4441.235652,-74004.825107
291.126898,5033.400406,3701.029710,-73698.386908
291.129480,-2516.700203,0.000000,-71859.757712
291.132062,-1924.535449,-5181.441594,-72472.634111
291.134644,6513.812290,-296.082377,-72625.853210
291.137226,2072.576638,-3701.029710,-72166.195912
291.139808,-4293.194464,-9030.512492,-72472.634111
291.142390,-444.123565,-3404.947333,-72472.634111
291.144972,-1480.411884,-1184.329507,-72166.195912
291.147554,-148.041188,-5033.400406,-73238.729609
291.150137,592.164754,1924.535449,-74158.044206
291.152719,-2220.617826,-4737.318029,-73391.948708
291.155301,4589.276840,-1628.453072,-73238.729609
291.157883,1776.494261,-888.247130,-71859.757712
291.160465,-4589.276840,-7994.224174,-72625.853210
291.163049,-2220.617826,-6217.729913,-72625.853210
291.165632,148.041188,0.000000,-72319.415011
291.168216,2220.617826,-7846.182985,-73238.729609
291.170800,740.205942,3701.029710,-74004.825107
291.173384,-1184.329507,-2220.617826,-73085.510509
291.175968,9474.636058,9030.512492,-73545.167808
291.178552,2220.617826,-5033.400406,-72319.415011
291.181136,9918.759623,2516.700203,-72779.072310
291.183720,9326.594869,8438.347739,-72472.634111
291.186304,2220.617826,-8438.347739,-72166.195912
291.188887,9918.759623,4145.153275,-72472.634111
291.191471,4145.153275,-592.164754,-72472.634111
291.194055,6069.688724,888.247130,-73545.167808
291.196639,5921.647536,2960.823768,-73238.729609
291.199223,5181.441594,3108.864956,-73851.606007
291.201807,7994.224174,1036.288319,-72779.072310
291.204391,2960.823768,2516.700203,-72472.634111
291.206975,3849.070898,-3701.029710,-71706.538613
291.209558,3997.112087,4589.276840,-73085.510509
291.212142,4441.235652,2072.576638,-72472.634111
291.214726,-1332.370696,-2220.617826,-73851.606007
291.217310,6365.771101,-5625.565159,-73391.948708
291.219894,8290.306550,9030.512492,-72012.976812
291.222478,-2368.659014,-5181.441594,-73238.729609
291.225062,6809.894666,5477.523971,-75230.577904
291.227646,10066.800811,3997.112087,-73238.729609
291.230230,3256.906145,-4293.194464,-72472.634111
291.232813,8734.430116,5181.441594,-73238.729609
291.235397,5773.606348,-740.205942,-71706.538613
291.237981,7698.141797,-1924.535449,-72012.976812
291.240565,7550.100608,4885.359217,-73391.948708
291.243149,4589.276840,-1184.329507,-73698.386908
